% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.563	1	1	57	4	2	28	9422
0.573	1	1	58	4	2	28	4587
0.573	1	2	58	4	3	28	4587
0.575	1	4	58	6	4	28	9422
0.583	1	2	59	4	3	28	9422
0.585	1	4	59	6	4	28	9422
0.622	1	3	63	3	1	28	9422
0.632	1	3	64	3	1	28	9422
0.642	1	1	65	3	2	28	9422
0.648	1	2	65	9	3	28	4587
0.648	1	1	65	9	2	28	4587
0.65	1	4	66	1	4	28	9422
0.658	1	2	66	9	3	28	9422
0.66	1	4	67	1	4	28	9422
